habitat,cap-surface,cap-shape,cap-color,stalk-color-above-ring,stalk-shape,ring-number,odor,gill-attachment,veil-color,stalk-surface-below-ring,gill-spacing,spore-print-color,gill-color,class,population,stalk-color-below-ring,ring-type,bruises,stalk-surface-above-ring,veil-type,stalk-root,gill-size
grasses,fibrous,flat,gray,pink,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,solitary,buff,large,false,silky,partial,bulbous,broad
woods,smooth,convex,pink,white,enlarging,one,creosote,free,white,smooth,crowded,brown,brown,poisonous,scattered,white,pendant,false,smooth,partial,bulbous,narrow
woods,fibrous,convex,gray,white,enlarging,one,creosote,free,white,smooth,close,black,gray,poisonous,scattered,white,pendant,false,smooth,partial,bulbous,narrow
paths,scaly,convex,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,several,pink,large,false,silky,partial,bulbous,broad
paths,scaly,convex,yellow,buff,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,solitary,pink,large,false,silky,partial,bulbous,broad
woods,fibrous,flat,gray,pink,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,several,brown,large,false,silky,partial,bulbous,broad
woods,scaly,flat,gray,white,tapering,one,none,free,white,smooth,close,brown,purple,edible,several,white,pendant,true,smooth,partial,bulbous,broad
urban,smooth,convex,gray,white,tapering,one,foul,free,white,smooth,close,chocolate,white,poisonous,several,white,pendant,true,fibrous,partial,bulbous,broad
woods,scaly,convex,yellow,pink,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,solitary,buff,large,false,silky,partial,bulbous,broad
woods,fibrous,flat,gray,pink,tapering,one,none,free,white,smooth,close,black,white,edible,several,pink,pendant,true,smooth,partial,bulbous,broad
woods,fibrous,flat,yellow,pink,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,solitary,buff,large,false,silky,partial,bulbous,broad
paths,scaly,convex,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,solitary,buff,large,false,silky,partial,bulbous,broad
paths,fibrous,flat,yellow,buff,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,several,buff,large,false,silky,partial,bulbous,broad
grasses,scaly,convex,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,solitary,brown,large,false,silky,partial,bulbous,broad
grasses,scaly,flat,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,solitary,pink,large,false,silky,partial,bulbous,broad
paths,scaly,flat,yellow,brown,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,solitary,buff,large,false,silky,partial,bulbous,broad
paths,fibrous,convex,yellow,pink,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,solitary,brown,large,false,silky,partial,bulbous,broad
woods,smooth,convex,white,white,enlarging,one,creosote,free,white,smooth,close,black,gray,poisonous,several,white,pendant,false,smooth,partial,bulbous,narrow
paths,scaly,convex,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,several,brown,large,false,silky,partial,bulbous,broad
paths,fibrous,convex,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,solitary,buff,large,false,silky,partial,bulbous,broad
woods,scaly,flat,brown,pink,tapering,one,none,free,white,smooth,close,brown,purple,edible,several,pink,pendant,true,smooth,partial,bulbous,broad
woods,fibrous,flat,gray,pink,tapering,one,none,free,white,smooth,close,black,white,edible,several,white,pendant,true,smooth,partial,bulbous,broad
paths,fibrous,convex,yellow,brown,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,solitary,buff,large,false,silky,partial,bulbous,broad
woods,smooth,convex,pink,white,enlarging,one,creosote,free,white,smooth,close,brown,purple,poisonous,scattered,white,pendant,false,smooth,partial,bulbous,narrow
grasses,fibrous,flat,gray,brown,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,brown,large,false,silky,partial,bulbous,broad
grasses,fibrous,convex,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,several,buff,large,false,silky,partial,bulbous,broad
woods,smooth,convex,white,white,enlarging,one,creosote,free,white,smooth,close,black,purple,poisonous,several,white,pendant,false,smooth,partial,bulbous,narrow
woods,fibrous,flat,red,white,tapering,one,none,free,white,smooth,close,brown,white,edible,several,pink,pendant,true,smooth,partial,bulbous,broad
grasses,scaly,flat,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,brown,large,false,silky,partial,bulbous,broad
woods,fibrous,convex,pink,white,enlarging,one,creosote,free,white,smooth,crowded,black,pink,poisonous,several,white,pendant,false,smooth,partial,bulbous,narrow
grasses,smooth,flat,white,white,tapering,one,foul,free,white,smooth,close,chocolate,pink,poisonous,several,white,pendant,true,fibrous,partial,bulbous,broad
paths,scaly,convex,yellow,brown,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,brown,large,false,silky,partial,bulbous,broad
waste,scaly,convex,buff,red,enlarging,two,none,free,white,smooth,close,white,red,edible,clustered,white,evanescent,true,smooth,partial,missing,broad
grasses,fibrous,flat,gray,brown,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,solitary,pink,large,false,silky,partial,bulbous,broad
grasses,fibrous,convex,gray,pink,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,solitary,brown,large,false,silky,partial,bulbous,broad
grasses,fibrous,convex,yellow,brown,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,solitary,buff,large,false,silky,partial,bulbous,broad
grasses,fibrous,flat,yellow,pink,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,solitary,pink,large,false,silky,partial,bulbous,broad
woods,fibrous,flat,gray,pink,tapering,one,none,free,white,smooth,close,brown,purple,edible,solitary,gray,pendant,true,smooth,partial,bulbous,broad
woods,fibrous,convex,yellow,pink,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,several,pink,large,false,silky,partial,bulbous,broad
woods,scaly,convex,gray,pink,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,several,pink,large,false,silky,partial,bulbous,broad
grasses,fibrous,flat,gray,brown,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,solitary,brown,large,false,silky,partial,bulbous,broad
woods,fibrous,convex,gray,white,enlarging,one,creosote,free,white,smooth,crowded,brown,purple,poisonous,scattered,white,pendant,false,smooth,partial,bulbous,narrow
woods,fibrous,convex,gray,white,enlarging,one,creosote,free,white,smooth,close,brown,purple,poisonous,several,white,pendant,false,smooth,partial,bulbous,narrow
grasses,scaly,convex,gray,pink,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,brown,large,false,silky,partial,bulbous,broad
grasses,smooth,convex,gray,white,tapering,one,foul,free,white,smooth,close,chocolate,chocolate,poisonous,scattered,white,pendant,true,smooth,partial,bulbous,broad
grasses,scaly,convex,gray,pink,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,several,buff,large,false,silky,partial,bulbous,broad
woods,scaly,flat,gray,pink,tapering,one,none,free,white,smooth,close,black,brown,edible,solitary,gray,pendant,true,smooth,partial,bulbous,broad
woods,fibrous,flat,yellow,buff,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,buff,large,false,silky,partial,bulbous,broad
woods,fibrous,flat,red,pink,tapering,one,none,free,white,smooth,close,black,pink,edible,several,pink,pendant,true,smooth,partial,bulbous,broad
paths,scaly,flat,gray,pink,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,solitary,buff,large,false,silky,partial,bulbous,broad
woods,scaly,flat,brown,gray,tapering,one,none,free,white,smooth,close,black,brown,edible,several,white,pendant,true,smooth,partial,bulbous,broad
woods,fibrous,flat,red,gray,tapering,one,none,free,white,smooth,close,black,white,edible,solitary,pink,pendant,true,smooth,partial,bulbous,broad
paths,scaly,convex,gray,brown,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,solitary,pink,large,false,silky,partial,bulbous,broad
woods,scaly,convex,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,solitary,pink,large,false,silky,partial,bulbous,broad
woods,fibrous,flat,red,gray,tapering,one,none,free,white,smooth,close,brown,white,edible,several,gray,pendant,true,smooth,partial,bulbous,broad
paths,fibrous,flat,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,buff,large,false,silky,partial,bulbous,broad
woods,fibrous,flat,gray,pink,tapering,one,none,free,white,smooth,close,black,white,edible,solitary,pink,pendant,true,smooth,partial,bulbous,broad
woods,scaly,flat,red,white,tapering,one,none,free,white,smooth,close,black,white,edible,solitary,gray,pendant,true,smooth,partial,bulbous,broad
woods,scaly,flat,red,gray,tapering,one,none,free,white,smooth,close,brown,white,edible,several,gray,pendant,true,smooth,partial,bulbous,broad
paths,fibrous,flat,gray,brown,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,solitary,brown,large,false,silky,partial,bulbous,broad
woods,fibrous,convex,red,gray,tapering,one,none,free,white,smooth,close,black,purple,edible,several,pink,pendant,true,smooth,partial,bulbous,broad
woods,scaly,flat,gray,pink,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,buff,large,false,silky,partial,bulbous,broad
paths,scaly,convex,yellow,pink,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,brown,large,false,silky,partial,bulbous,broad
woods,scaly,flat,yellow,buff,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,buff,large,false,silky,partial,bulbous,broad
paths,fibrous,convex,yellow,brown,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,several,pink,large,false,silky,partial,bulbous,broad
woods,scaly,convex,yellow,brown,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,brown,large,false,silky,partial,bulbous,broad
woods,fibrous,convex,gray,gray,tapering,one,none,free,white,smooth,close,brown,purple,edible,several,gray,pendant,true,smooth,partial,bulbous,broad
woods,scaly,convex,gray,gray,tapering,one,none,free,white,smooth,close,brown,purple,edible,several,white,pendant,true,smooth,partial,bulbous,broad
grasses,scaly,flat,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,several,pink,large,false,silky,partial,bulbous,broad
woods,fibrous,flat,yellow,pink,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,solitary,pink,large,false,silky,partial,bulbous,broad
paths,scaly,convex,gray,pink,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,solitary,buff,large,false,silky,partial,bulbous,broad
paths,scaly,convex,red,white,tapering,one,fishy,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,silky,partial,missing,narrow
paths,scaly,convex,gray,brown,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,solitary,brown,large,false,silky,partial,bulbous,broad
grasses,scaly,convex,gray,pink,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,several,pink,large,false,silky,partial,bulbous,broad
woods,smooth,convex,gray,white,enlarging,one,creosote,free,white,smooth,crowded,brown,purple,poisonous,several,white,pendant,false,smooth,partial,bulbous,narrow
grasses,fibrous,flat,gray,pink,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,buff,large,false,silky,partial,bulbous,broad
grasses,smooth,flat,buff,white,tapering,one,foul,free,white,fibrous,close,chocolate,pink,poisonous,scattered,white,pendant,true,smooth,partial,bulbous,broad
woods,scaly,convex,gray,brown,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,pink,large,false,silky,partial,bulbous,broad
woods,scaly,convex,yellow,pink,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,solitary,pink,large,false,silky,partial,bulbous,broad
woods,smooth,convex,white,white,enlarging,one,creosote,free,white,smooth,crowded,black,purple,poisonous,scattered,white,pendant,false,smooth,partial,bulbous,narrow
woods,scaly,convex,yellow,pink,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,several,brown,large,false,silky,partial,bulbous,broad
woods,fibrous,flat,red,white,tapering,one,none,free,white,smooth,close,black,white,edible,several,pink,pendant,true,smooth,partial,bulbous,broad
grasses,scaly,convex,gray,pink,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,solitary,pink,large,false,silky,partial,bulbous,broad
woods,fibrous,convex,yellow,brown,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,pink,large,false,silky,partial,bulbous,broad
paths,fibrous,convex,yellow,pink,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,buff,large,false,silky,partial,bulbous,broad
grasses,fibrous,flat,gray,pink,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,brown,large,false,silky,partial,bulbous,broad
woods,fibrous,convex,yellow,brown,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,solitary,buff,large,false,silky,partial,bulbous,broad
woods,fibrous,flat,gray,gray,tapering,one,none,free,white,smooth,close,black,purple,edible,several,white,pendant,true,smooth,partial,bulbous,broad
woods,fibrous,convex,gray,pink,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,solitary,pink,large,false,silky,partial,bulbous,broad
woods,scaly,flat,brown,white,tapering,one,none,free,white,smooth,close,brown,purple,edible,solitary,pink,pendant,true,smooth,partial,bulbous,broad
woods,scaly,flat,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,several,pink,large,false,silky,partial,bulbous,broad
paths,fibrous,flat,gray,pink,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,solitary,pink,large,false,silky,partial,bulbous,broad
woods,fibrous,flat,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,several,buff,large,false,silky,partial,bulbous,broad
woods,smooth,convex,white,white,enlarging,one,creosote,free,white,smooth,crowded,black,purple,poisonous,several,white,pendant,false,smooth,partial,bulbous,narrow
woods,scaly,convex,gray,brown,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,solitary,brown,large,false,silky,partial,bulbous,broad
woods,scaly,flat,brown,gray,tapering,one,none,free,white,smooth,close,black,pink,edible,several,white,pendant,true,smooth,partial,bulbous,broad
woods,fibrous,convex,white,white,enlarging,one,creosote,free,white,smooth,close,black,purple,poisonous,scattered,white,pendant,false,smooth,partial,bulbous,narrow
woods,fibrous,convex,yellow,pink,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,buff,large,false,silky,partial,bulbous,broad
woods,fibrous,convex,yellow,buff,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,solitary,brown,large,false,silky,partial,bulbous,broad
woods,fibrous,convex,pink,white,enlarging,one,creosote,free,white,smooth,crowded,brown,purple,poisonous,several,white,pendant,false,smooth,partial,bulbous,narrow
woods,fibrous,flat,yellow,pink,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,solitary,pink,large,false,silky,partial,bulbous,broad
paths,fibrous,flat,gray,pink,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,several,brown,large,false,silky,partial,bulbous,broad
woods,scaly,flat,red,gray,tapering,one,none,free,white,smooth,close,black,pink,edible,several,gray,pendant,true,smooth,partial,bulbous,broad
paths,scaly,convex,yellow,pink,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,several,buff,large,false,silky,partial,bulbous,broad
paths,fibrous,flat,yellow,buff,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,several,pink,large,false,silky,partial,bulbous,broad
woods,fibrous,convex,gray,white,enlarging,one,creosote,free,white,smooth,close,brown,gray,poisonous,scattered,white,pendant,false,smooth,partial,bulbous,narrow
woods,smooth,convex,pink,white,enlarging,one,creosote,free,white,smooth,crowded,black,purple,poisonous,several,white,pendant,false,smooth,partial,bulbous,narrow
woods,fibrous,convex,red,white,tapering,one,none,free,white,smooth,close,brown,brown,edible,several,pink,pendant,true,smooth,partial,bulbous,broad
grasses,scaly,convex,yellow,buff,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,several,buff,large,false,silky,partial,bulbous,broad
woods,fibrous,flat,brown,white,tapering,one,none,free,white,smooth,close,brown,brown,edible,solitary,white,pendant,true,smooth,partial,bulbous,broad
woods,scaly,flat,red,white,tapering,one,none,free,white,smooth,close,black,pink,edible,solitary,white,pendant,true,smooth,partial,bulbous,broad
woods,scaly,flat,yellow,buff,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,solitary,pink,large,false,silky,partial,bulbous,broad
grasses,fibrous,convex,yellow,buff,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,solitary,brown,large,false,silky,partial,bulbous,broad
woods,scaly,convex,gray,brown,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,several,pink,large,false,silky,partial,bulbous,broad
woods,fibrous,flat,gray,brown,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,solitary,buff,large,false,silky,partial,bulbous,broad
paths,fibrous,flat,yellow,pink,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,solitary,brown,large,false,silky,partial,bulbous,broad
woods,scaly,flat,gray,pink,tapering,one,none,free,white,smooth,close,brown,white,edible,solitary,pink,pendant,true,smooth,partial,bulbous,broad
paths,scaly,convex,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,pink,large,false,silky,partial,bulbous,broad
paths,scaly,convex,yellow,brown,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,several,brown,large,false,silky,partial,bulbous,broad
paths,fibrous,flat,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,brown,large,false,silky,partial,bulbous,broad
paths,fibrous,flat,yellow,buff,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,solitary,brown,large,false,silky,partial,bulbous,broad
woods,fibrous,flat,red,white,tapering,one,none,free,white,smooth,close,brown,purple,edible,several,gray,pendant,true,smooth,partial,bulbous,broad
woods,scaly,flat,brown,gray,tapering,one,none,free,white,smooth,close,brown,pink,edible,several,gray,pendant,true,smooth,partial,bulbous,broad
grasses,fibrous,convex,yellow,pink,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,solitary,brown,large,false,silky,partial,bulbous,broad
woods,scaly,flat,purple,white,enlarging,one,none,free,white,fibrous,close,chocolate,chocolate,edible,solitary,white,flaring,false,smooth,partial,missing,narrow
woods,scaly,flat,brown,pink,tapering,one,none,free,white,smooth,close,brown,purple,edible,solitary,white,pendant,true,smooth,partial,bulbous,broad
grasses,scaly,flat,yellow,pink,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,pink,large,false,silky,partial,bulbous,broad
grasses,fibrous,flat,yellow,buff,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,several,buff,large,false,silky,partial,bulbous,broad
woods,scaly,convex,gray,brown,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,solitary,pink,large,false,silky,partial,bulbous,broad
paths,scaly,convex,gray,brown,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,solitary,pink,large,false,silky,partial,bulbous,broad
paths,fibrous,flat,yellow,pink,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,several,buff,large,false,silky,partial,bulbous,broad
woods,scaly,convex,yellow,buff,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,solitary,buff,large,false,silky,partial,bulbous,broad
paths,fibrous,convex,yellow,buff,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,several,buff,large,false,silky,partial,bulbous,broad
paths,scaly,convex,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,brown,large,false,silky,partial,bulbous,broad
paths,fibrous,convex,yellow,brown,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,solitary,buff,large,false,silky,partial,bulbous,broad
woods,fibrous,convex,gray,pink,tapering,one,none,free,white,smooth,close,brown,purple,edible,several,gray,pendant,true,smooth,partial,bulbous,broad
woods,scaly,flat,gray,brown,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,solitary,pink,large,false,silky,partial,bulbous,broad
woods,scaly,flat,red,gray,tapering,one,none,free,white,smooth,close,brown,pink,edible,several,gray,pendant,true,smooth,partial,bulbous,broad
woods,fibrous,convex,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,brown,large,false,silky,partial,bulbous,broad
woods,fibrous,flat,yellow,buff,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,several,buff,large,false,silky,partial,bulbous,broad
woods,scaly,flat,brown,white,tapering,one,none,free,white,smooth,close,brown,brown,edible,solitary,white,pendant,true,smooth,partial,bulbous,broad
woods,fibrous,flat,gray,pink,tapering,one,none,free,white,smooth,close,black,white,edible,solitary,gray,pendant,true,smooth,partial,bulbous,broad
grasses,scaly,flat,gray,brown,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,pink,large,false,silky,partial,bulbous,broad
woods,fibrous,convex,red,pink,tapering,one,none,free,white,smooth,close,black,white,edible,several,pink,pendant,true,smooth,partial,bulbous,broad
woods,fibrous,flat,red,pink,tapering,one,none,free,white,smooth,close,brown,pink,edible,solitary,white,pendant,true,smooth,partial,bulbous,broad
paths,scaly,flat,yellow,buff,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,several,buff,large,false,silky,partial,bulbous,broad
woods,fibrous,convex,white,white,enlarging,one,creosote,free,white,smooth,close,black,purple,poisonous,several,white,pendant,false,smooth,partial,bulbous,narrow
woods,scaly,convex,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,solitary,brown,large,false,silky,partial,bulbous,broad
woods,scaly,convex,red,pink,tapering,one,fishy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
paths,fibrous,convex,yellow,buff,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,pink,large,false,silky,partial,bulbous,broad
woods,scaly,flat,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,solitary,pink,large,false,silky,partial,bulbous,broad
woods,scaly,flat,gray,white,tapering,one,none,free,white,smooth,close,brown,purple,edible,solitary,pink,pendant,true,smooth,partial,bulbous,broad
leaves,scaly,convex,brown,pink,tapering,one,foul,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
woods,scaly,flat,red,gray,tapering,one,none,free,white,smooth,close,brown,brown,edible,several,gray,pendant,true,smooth,partial,bulbous,broad
meadows,smooth,bell,buff,white,enlarging,two,none,free,white,smooth,close,green,gray,poisonous,several,white,pendant,true,smooth,partial,bulbous,broad
woods,fibrous,flat,gray,gray,tapering,one,none,free,white,smooth,close,black,white,edible,solitary,gray,pendant,true,smooth,partial,bulbous,broad
grasses,fibrous,flat,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,brown,large,false,silky,partial,bulbous,broad
woods,scaly,flat,gray,white,tapering,one,none,free,white,smooth,close,black,white,edible,solitary,gray,pendant,true,smooth,partial,bulbous,broad
paths,fibrous,flat,yellow,pink,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,solitary,brown,large,false,silky,partial,bulbous,broad
grasses,fibrous,flat,yellow,brown,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,solitary,brown,large,false,silky,partial,bulbous,broad
grasses,fibrous,flat,gray,brown,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,several,pink,large,false,silky,partial,bulbous,broad
woods,fibrous,flat,red,pink,tapering,one,none,free,white,smooth,close,brown,purple,edible,several,white,pendant,true,smooth,partial,bulbous,broad
paths,fibrous,convex,gray,brown,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,solitary,pink,large,false,silky,partial,bulbous,broad
grasses,fibrous,flat,yellow,pink,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,several,buff,large,false,silky,partial,bulbous,broad
woods,fibrous,convex,yellow,brown,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,several,brown,large,false,silky,partial,bulbous,broad
paths,fibrous,convex,yellow,buff,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,solitary,buff,large,false,silky,partial,bulbous,broad
grasses,fibrous,flat,yellow,pink,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,brown,large,false,silky,partial,bulbous,broad
grasses,fibrous,flat,yellow,brown,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,several,buff,large,false,silky,partial,bulbous,broad
paths,scaly,convex,gray,brown,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,buff,large,false,silky,partial,bulbous,broad
woods,scaly,flat,red,gray,tapering,one,none,free,white,smooth,close,black,purple,edible,several,gray,pendant,true,smooth,partial,bulbous,broad
woods,fibrous,flat,gray,brown,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,several,pink,large,false,silky,partial,bulbous,broad
grasses,fibrous,flat,yellow,brown,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,several,pink,large,false,silky,partial,bulbous,broad
woods,fibrous,flat,brown,white,tapering,one,none,free,white,smooth,close,black,purple,edible,several,pink,pendant,true,smooth,partial,bulbous,broad
paths,scaly,convex,yellow,pink,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,several,pink,large,false,silky,partial,bulbous,broad
paths,scaly,convex,yellow,buff,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,several,pink,large,false,silky,partial,bulbous,broad
woods,scaly,flat,brown,pink,tapering,one,none,free,white,smooth,close,black,pink,edible,solitary,pink,pendant,true,smooth,partial,bulbous,broad
paths,scaly,flat,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,solitary,pink,large,false,silky,partial,bulbous,broad
woods,fibrous,flat,red,gray,tapering,one,none,free,white,smooth,close,black,pink,edible,solitary,gray,pendant,true,smooth,partial,bulbous,broad
grasses,scaly,convex,yellow,buff,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,several,buff,large,false,silky,partial,bulbous,broad
woods,scaly,flat,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,several,buff,large,false,silky,partial,bulbous,broad
woods,scaly,convex,yellow,buff,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,several,buff,large,false,silky,partial,bulbous,broad
woods,smooth,convex,gray,white,enlarging,one,creosote,free,white,smooth,close,black,gray,poisonous,scattered,white,pendant,false,smooth,partial,bulbous,narrow
woods,fibrous,flat,gray,gray,tapering,one,none,free,white,smooth,close,black,white,edible,several,pink,pendant,true,smooth,partial,bulbous,broad
grasses,scaly,flat,gray,pink,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,solitary,pink,large,false,silky,partial,bulbous,broad
woods,fibrous,convex,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,solitary,buff,large,false,silky,partial,bulbous,broad
paths,scaly,flat,gray,buff,enlarging,one,foul,free,white,silky,close,chocolate,chocolate,poisonous,several,brown,large,false,silky,partial,bulbous,broad
woods,scaly,flat,brown,pink,tapering,one,none,free,white,smooth,close,black,white,edible,several,white,pendant,true,smooth,partial,bulbous,broad
woods,scaly,convex,yellow,buff,enlarging,one,foul,free,white,silky,close,chocolate,pink,poisonous,solitary,brown,large,false,silky,partial,bulbous,broad
woods,fibrous,flat,gray,pink,enlarging,one,foul,free,white,silky,close,chocolate,gray,poisonous,solitary,buff,large,false,silky,partial,bulbous,broad
woods,scaly,flat,red,white,tapering,one,none,free,white,smooth,close,brown,white,edible,several,gray,pendant,true,smooth,partial,bulbous,broad
woods,scaly,flat,red,pink,tapering,one,none,free,white,smooth,close,black,white,edible,several,gray,pendant,true,smooth,partial,bulbous,broad
